Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Average
Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18012755.59,,,,,,,,,,18012755.59,,,,,,,,,,18012755.59,,,,,,,18012755.59
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60137.24219,,,,,,,,,,60137.24219,,,,,,,,,,60137.24219,,,,,,,60137.24219
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15059561.38,,,,,,,,,,15059561.38,,,,,,,,,,15059561.38,,,,,,,15059561.38
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8081.997559,,,,,,,,,,8081.997559,,,,,,,,,,8081.997559,,,,,,,8081.997559
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95634.38281,,,,,,,,,,95634.38281,,,,,,,,,,95634.38281,,,,,,,95634.38281
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606874.75,,,,,,,,,,1606874.75,,,,,,,,,,1606874.75,,,,,,,1606874.75
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59360.13672,,,,,,,,,,59360.13672,,,,,,,,,,59360.13672,,,,,,,59360.13672
Low & middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78884793.98,,,,,,,,,,78884793.98,,,,,,,,,,78884793.98,,,,,,,78884793.98
Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8697479.628,,,,,,,,,,8697479.628,,,,,,,,,,8697479.628,,,,,,,8697479.628
Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17577983.58,,,,,,,,,,17577983.58,,,,,,,,,,17577983.58,,,,,,,17577983.58
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.765503,,,,,,,,,,1782.765503,,,,,,,,,,1782.765503,,,,,,,1782.765503
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.18112087,,,,,,,,,,11.18112087,,,,,,,,,,11.18112087,,,,,,,11.18112087
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21962.62305,,,,,,,,,,21962.62305,,,,,,,,,,21962.62305,,,,,,,21962.62305
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587832.9375,,,,,,,,,,587832.9375,,,,,,,,,,587832.9375,,,,,,,587832.9375
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92909.46094,,,,,,,,,,92909.46094,,,,,,,,,,92909.46094,,,,,,,92909.46094
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312833.0313,,,,,,,,,,312833.0313,,,,,,,,,,312833.0313,,,,,,,312833.0313
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.7807007,,,,,,,,,,291.7807007,,,,,,,,,,291.7807007,,,,,,,291.7807007
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243208.25,,,,,,,,,,1243208.25,,,,,,,,,,1243208.25,,,,,,,1243208.25
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.62650871,,,,,,,,,,30.62650871,,,,,,,,,,30.62650871,,,,,,,30.62650871
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.8295898,,,,,,,,,,284.8295898,,,,,,,,,,284.8295898,,,,,,,284.8295898
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041101.875,,,,,,,,,,1041101.875,,,,,,,,,,1041101.875,,,,,,,1041101.875
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.6514893,,,,,,,,,,727.6514893,,,,,,,,,,727.6514893,,,,,,,727.6514893
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1831423.5,,,,,,,,,,1831423.5,,,,,,,,,,1831423.5,,,,,,,1831423.5
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.3094482,,,,,,,,,,517.3094482,,,,,,,,,,517.3094482,,,,,,,517.3094482
Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10642151.44,,,,,,,,,,10642151.44,,,,,,,,,,10642151.44,,,,,,,10642151.44
Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8312627.181,,,,,,,,,,8312627.181,,,,,,,,,,8312627.181,,,,,,,8312627.181
Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8309122.121,,,,,,,,,,8309122.121,,,,,,,,,,8309122.121,,,,,,,8309122.121
Middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70187314.35,,,,,,,,,,70187314.35,,,,,,,,,,70187314.35,,,,,,,70187314.35
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31217.15234,,,,,,,,,,31217.15234,,,,,,,,,,31217.15234,,,,,,,31217.15234
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.483293235,,,,,,,,,,0.483293235,,,,,,,,,,0.483293235,,,,,,,0.483293235
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659759.4375,,,,,,,,,,659759.4375,,,,,,,,,,659759.4375,,,,,,,659759.4375
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769595.125,,,,,,,,,,769595.125,,,,,,,,,,769595.125,,,,,,,769595.125
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657996.3125,,,,,,,,,,657996.3125,,,,,,,,,,657996.3125,,,,,,,657996.3125
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822303.125,,,,,,,,,,822303.125,,,,,,,,,,822303.125,,,,,,,822303.125
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.04919243,,,,,,,,,,10.04919243,,,,,,,,,,10.04919243,,,,,,,10.04919243
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21411.86328,,,,,,,,,,21411.86328,,,,,,,,,,21411.86328,,,,,,,21411.86328
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18564.04102,,,,,,,,,,18564.04102,,,,,,,,,,18564.04102,,,,,,,18564.04102
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253834.7031,,,,,,,,,,253834.7031,,,,,,,,,,253834.7031,,,,,,,253834.7031
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115694.2891,,,,,,,,,,115694.2891,,,,,,,,,,115694.2891,,,,,,,115694.2891
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880103.3125,,,,,,,,,,880103.3125,,,,,,,,,,880103.3125,,,,,,,880103.3125
North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17633613.29,,,,,,,,,,17633613.29,,,,,,,,,,17633613.29,,,,,,,17633613.29
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.3888855,,,,,,,,,,379.3888855,,,,,,,,,,379.3888855,,,,,,,379.3888855
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292187.8125,,,,,,,,,,292187.8125,,,,,,,,,,292187.8125,,,,,,,292187.8125
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
OECD members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32551468.86,,,,,,,,,,32551468.86,,,,,,,,,,32551468.86,,,,,,,32551468.86
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307667.5313,,,,,,,,,,307667.5313,,,,,,,,,,307667.5313,,,,,,,307667.5313
Other small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365357.063,,,,,,,,,,1365357.063,,,,,,,,,,1365357.063,,,,,,,1365357.063
Pacific island small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63259.04956,,,,,,,,,,63259.04956,,,,,,,,,,63259.04956,,,,,,,63259.04956
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751709.5,,,,,,,,,,751709.5,,,,,,,,,,751709.5,,,,,,,751709.5
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.2705994,,,,,,,,,,448.2705994,,,,,,,,,,448.2705994,,,,,,,448.2705994
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71714.3125,,,,,,,,,,71714.3125,,,,,,,,,,71714.3125,,,,,,,71714.3125
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459445.5,,,,,,,,,,459445.5,,,,,,,,,,459445.5,,,,,,,459445.5
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256339.875,,,,,,,,,,1256339.875,,,,,,,,,,1256339.875,,,,,,,1256339.875
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282759.125,,,,,,,,,,282759.125,,,,,,,,,,282759.125,,,,,,,282759.125
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277840.5,,,,,,,,,,277840.5,,,,,,,,,,277840.5,,,,,,,277840.5
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78286.85156,,,,,,,,,,78286.85156,,,,,,,,,,78286.85156,,,,,,,78286.85156
Post-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29857737.36,,,,,,,,,,29857737.36,,,,,,,,,,29857737.36,,,,,,,29857737.36
Pre-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15238541.32,,,,,,,,,,15238541.32,,,,,,,,,,15238541.32,,,,,,,15238541.32
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.9195251,,,,,,,,,,459.9195251,,,,,,,,,,459.9195251,,,,,,,459.9195251
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9779.24707,,,,,,,,,,9779.24707,,,,,,,,,,9779.24707,,,,,,,9779.24707
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219047.9375,,,,,,,,,,219047.9375,,,,,,,,,,219047.9375,,,,,,,219047.9375
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16305829.27,,,,,,,,,,16305829.27,,,,,,,,,,16305829.27,,,,,,,16305829.27
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2748.275879,,,,,,,,,,2748.275879,,,,,,,,,,2748.275879,,,,,,,2748.275879
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.735872746,,,,,,,,,,3.735872746,,,,,,,,,,3.735872746,,,,,,,3.735872746
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.3151855,,,,,,,,,,933.3151855,,,,,,,,,,933.3151855,,,,,,,933.3151855
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1912311.875,,,,,,,,,,1912311.875,,,,,,,,,,1912311.875,,,,,,,1912311.875
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193255.5469,,,,,,,,,,193255.5469,,,,,,,,,,193255.5469,,,,,,,193255.5469
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.9656067,,,,,,,,,,187.9656067,,,,,,,,,,187.9656067,,,,,,,187.9656067
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71494.83594,,,,,,,,,,71494.83594,,,,,,,,,,71494.83594,,,,,,,71494.83594
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5980911,,,,,,,,,,103.5980911,,,,,,,,,,103.5980911,,,,,,,103.5980911
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17680.89453,,,,,,,,,,17680.89453,,,,,,,,,,17680.89453,,,,,,,17680.89453
Small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821834.322,,,,,,,,,,1821834.322,,,,,,,,,,1821834.322,,,,,,,1821834.322
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28264.57813,,,,,,,,,,28264.57813,,,,,,,,,,28264.57813,,,,,,,28264.57813
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634302.5625,,,,,,,,,,634302.5625,,,,,,,,,,634302.5625,,,,,,,634302.5625
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53460.3125,,,,,,,,,,53460.3125,,,,,,,,,,53460.3125,,,,,,,53460.3125
South Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917486.964,,,,,,,,,,3917486.964,,,,,,,,,,3917486.964,,,,,,,3917486.964
South Asia (IDA & IBRD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917486.964,,,,,,,,,,3917486.964,,,,,,,,,,3917486.964,,,,,,,3917486.964
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432138.3438,,,,,,,,,,432138.3438,,,,,,,,,,432138.3438,,,,,,,432138.3438
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61106.80859,,,,,,,,,,61106.80859,,,,,,,,,,61106.80859,,,,,,,61106.80859
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.29169846,,,,,,,,,,36.29169846,,,,,,,,,,36.29169846,,,,,,,36.29169846
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.5793762,,,,,,,,,,263.5793762,,,,,,,,,,263.5793762,,,,,,,263.5793762
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.5854187,,,,,,,,,,322.5854187,,,,,,,,,,322.5854187,,,,,,,322.5854187
Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17310643.96,,,,,,,,,,17310643.96,,,,,,,,,,17310643.96,,,,,,,17310643.96
Sub-Saharan Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17310456,,,,,,,,,,17310456,,,,,,,,,,17310456,,,,,,,17310456
Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17310643.96,,,,,,,,,,17310643.96,,,,,,,,,,17310643.96,,,,,,,17310643.96
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2489483.5,,,,,,,,,,2489483.5,,,,,,,,,,2489483.5,,,,,,,2489483.5
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139976.1719,,,,,,,,,,139976.1719,,,,,,,,,,139976.1719,,,,,,,139976.1719
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16551.38672,,,,,,,,,,16551.38672,,,,,,,,,,16551.38672,,,,,,,16551.38672
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390507.2813,,,,,,,,,,390507.2813,,,,,,,,,,390507.2813,,,,,,,390507.2813
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30190.08398,,,,,,,,,,30190.08398,,,,,,,,,,30190.08398,,,,,,,30190.08398
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173463.2344,,,,,,,,,,173463.2344,,,,,,,,,,173463.2344,,,,,,,173463.2344
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886549.5625,,,,,,,,,,886549.5625,,,,,,,,,,886549.5625,,,,,,,886549.5625
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474183.4375,,,,,,,,,,474183.4375,,,,,,,,,,474183.4375,,,,,,,474183.4375
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14569.63867,,,,,,,,,,14569.63867,,,,,,,,,,14569.63867,,,,,,,14569.63867
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55426.64063,,,,,,,,,,55426.64063,,,,,,,,,,55426.64063,,,,,,,55426.64063
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.3500366,,,,,,,,,,552.3500366,,,,,,,,,,552.3500366,,,,,,,552.3500366
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2879.285645,,,,,,,,,,2879.285645,,,,,,,,,,2879.285645,,,,,,,2879.285645
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144635.9063,,,,,,,,,,144635.9063,,,,,,,,,,144635.9063,,,,,,,144635.9063
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723511.5,,,,,,,,,,723511.5,,,,,,,,,,723511.5,,,,,,,723511.5
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.7578735,,,,,,,,,,965.7578735,,,,,,,,,,965.7578735,,,,,,,965.7578735
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7635994,,,,,,,,,,38.7635994,,,,,,,,,,38.7635994,,,,,,,38.7635994
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553950.875,,,,,,,,,,553950.875,,,,,,,,,,553950.875,,,,,,,553950.875
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70575.10938,,,,,,,,,,70575.10938,,,,,,,,,,70575.10938,,,,,,,70575.10938
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183648.9219,,,,,,,,,,183648.9219,,,,,,,,,,183648.9219,,,,,,,183648.9219
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8549545.51,,,,,,,,,,8549545.51,,,,,,,,,,8549545.51,,,,,,,8549545.51
Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52609330.77,,,,,,,,,,52609330.77,,,,,,,,,,52609330.77,,,,,,,52609330.77
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168731.9219,,,,,,,,,,168731.9219,,,,,,,,,,168731.9219,,,,,,,168731.9219
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12210.13477,,,,,,,,,,12210.13477,,,,,,,,,,12210.13477,,,,,,,12210.13477
"Venezuela, RB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868222.75,,,,,,,,,,868222.75,,,,,,,,,,868222.75,,,,,,,868222.75
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318130.0938,,,,,,,,,,318130.0938,,,,,,,,,,318130.0938,,,,,,,318130.0938
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.46201324,,,,,,,,,,63.46201324,,,,,,,,,,63.46201324,,,,,,,63.46201324
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3505.060059,,,,,,,,,,3505.060059,,,,,,,,,,3505.060059,,,,,,,3505.060059
World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111794070.4,,,,,,,,,,111794070.4,,,,,,,,,,111794070.4,,,,,,,111794070.4
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411287.5938,,,,,,,,,,411287.5938,,,,,,,,,,411287.5938,,,,,,,411287.5938
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
